Unnamed: 0.1,Unnamed: 0,Video ID,Video Title,Channel,Published Date,Views,Likes,Comments,Subscribers,Channel Views,Country,Region,CategoryID,Cluster,CategoryID_enc,VideoCluster,Channel_Cluster,Video_Cluster,Country_Cluster_x,Category_Cluster_x,Year,Month,Day,DayOfWeek,DayName,Views_per_Sub,Engagement,Like_per_Sub,Comment_per_Sub,CategoryName
18,18,8092,1901,3443,0.8666749304119321,433219,9043,421,141000,168287959,30,14,25,0,7,0,0,0,2,2,2025,10,15,2,1.0,3.0724533868554125,0.0218457134942985,0.06413429691988,0.0029857944269898,2
19,19,7022,321,1894,0.9748139872780256,2350472,42178,1368,2530000,3661591423,0,40,1,0,3,0,0,0,1,3,2025,10,19,6,0.5,0.9290399489960676,0.0185264838183633,0.016671139655676,0.0005407112487307,8
20,20,7443,2312,3621,0.3752065674807454,3317118,24551,370,201000,234727236,67,38,10,0,6,1,0,0,1,0,2025,9,27,5,0.3333333333333333,16.502992522425263,0.0075128447306231,0.1221436709270103,0.0018407868617569,7
21,21,5503,6073,6098,0.8432789076792915,6365420,28167,179,1600000,598377206,93,48,17,0,10,1,0,3,1,0,2025,10,14,1,0.8333333333333333,3.9783850135093664,0.0044531225821512,0.0176043639972725,0.0001118749300781,9
22,22,6598,7473,2258,0.965117475938314,287826,1755,11,85000,97143173,7,3,25,0,7,0,0,0,1,2,2025,10,19,6,0.5,3.386148398254138,0.0061356300833486,0.0206468159198127,0.0001294102422324,2
23,23,2229,7549,6884,0.1583077314136289,2567208,9302,231,34300,97875212,48,25,2,0,0,2,0,0,1,0,2025,9,19,4,0.0,74.84353225853474,0.0037133712136409,0.2711874289379318,0.0067344975365149,6
24,24,38,5822,1098,0.8895983505982485,1385251,55536,583,1700000,875020777,62,29,1,0,3,2,0,0,2,3,2025,10,16,3,0.6666666666666666,0.8148530500864412,0.0405117624807616,0.0326682160775199,0.0003429409747406,8
25,25,4854,3192,3979,0.8451730836217166,299377,1033,4,313000,220801724,91,27,10,0,6,1,0,0,1,0,2025,10,14,1,0.8333333333333333,0.9564729825144328,0.0034638483789724,0.0033003089446998,1.2779511886543494e-05,7
26,26,1045,4803,1169,0.9513686958867992,2314669,26278,13,99500,198954267,12,5,26,0,5,0,0,0,1,1,2025,10,18,5,0.3333333333333333,23.262771228429862,0.0113584225829167,0.2640978482628315,0.0001306519532467,5
27,27,1428,3637,2976,0.728609399957918,2429940,44121,783,44500,32201907,91,45,1,0,3,2,0,0,1,3,2025,10,10,4,0.0,54.6041661985124,0.0184794610239507,0.991460866047954,0.0175951102222421,8
28,28,7216,1113,1073,0.8926216261166928,90978,2265,161,883000,129830108,87,45,28,0,9,1,0,0,2,0,2025,10,16,3,0.6666666666666666,0.1030327258972526,0.0266654942349333,0.0025651160077961,0.00018233274934,4
29,29,2223,4527,1434,0.9685653405970244,113654,12339,643,10800,16171016,22,11,25,0,7,0,0,0,1,2,2025,10,19,6,0.5,10.522544208869547,0.1142228674497382,1.1423942227571522,0.0595315248588093,2
30,30,2124,5396,7059,0.9197438657381554,2467125,40803,494,1390000,3060601900,46,23,23,0,1,2,0,0,1,3,2025,10,17,4,0.0,1.7749087950296438,0.0167389099705487,0.0293546551405358,0.000355395427773,10
31,31,985,2434,2764,0.9406347183997924,24498,634,24,643000,351969625,64,30,20,0,4,2,0,0,2,2,2025,10,18,5,0.3333333333333333,0.0380994741843325,0.0268582391118004,0.0009860015769804,3.732498083206713e-05,0
32,32,1042,3902,5331,0.9269173196594238,46629445,140979,727,75400,123655838,67,24,24,2,2,3,0,4,1,1,2025,10,17,4,0.0,618.4194506704155,0.0030389809906812,1.869723213219984,0.0096417819392315,3
33,33,485,332,6849,0.9208654337995767,3351072,23269,674,602000,3865502110,48,25,23,0,1,2,0,0,1,3,2025,10,17,4,0.0,5.56655553728316,0.0071448756860862,0.0386527597130237,0.0011195994691038,10
34,34,6998,5400,3051,0.8195499292351087,9398640,204672,791,743000,1796103692,91,39,1,0,3,2,0,3,1,3,2025,10,13,0,0.1666666666666666,12.649565747556194,0.0218609264892658,0.2754666548228064,0.0010646015281271,8
35,35,6411,4705,4741,0.909014909260918,711034,3436,58,14100,2226869,42,21,10,0,6,0,0,0,0,0,2025,10,17,4,0.0,50.42436706616552,0.0049139634476502,0.2436706616552017,0.0041131834621658,7
36,36,5138,7771,3897,0.9586249964695526,18126,495,0,311000,63761388,41,20,20,0,4,0,0,0,2,2,2025,10,18,5,0.3333333333333333,0.0582827707949492,0.0273073316047884,0.001591634753586,0.0,0
37,37,7231,3029,6319,0.9747145085215152,277786,4594,599,782000,10733408,72,35,25,0,7,1,0,0,1,2,2025,10,19,6,0.5,0.3552246096871999,0.0186941793532454,0.005874672794536,0.0007659836752126,2
38,38,3754,7327,1905,0.9186100589654416,6064243,345442,27865,3800000,578917699,80,40,26,0,5,2,0,3,2,1,2025,10,17,4,0.0,1.5958530010913154,0.0615587037724735,0.0909057655511143,0.0073328928071334,5
39,39,7322,2704,3373,0.9753763403741686,109630,3056,365,2140000,960830563,44,22,20,0,4,0,0,0,2,2,2025,10,19,6,0.5,0.051228948023856,0.0312046775090987,0.0014280367158706,0.0001705606679623,0
40,40,2977,2240,3970,0.8106956922873678,723647,6692,146,12600,47561562,46,23,28,0,9,1,0,0,1,0,2025,10,13,0,0.1666666666666666,57.427743829854776,0.0094493455381622,0.5310689627807317,0.0115863820331719,4
41,41,2507,4030,4594,0.7875604482505878,4424642,90778,211,94300,106583948,28,2,2,0,0,2,0,0,1,0,2025,10,12,6,0.5,46.92041441766259,0.0205641449490953,0.9626409051865834,0.0022375160390663,6
42,42,1933,3065,5399,0.9472464468509544,172417,2553,500,355000,103612056,30,14,20,0,4,0,0,0,2,2,2025,10,18,5,0.3333333333333333,0.4856803220272619,0.017706967949982,0.0071915290379463,0.0014084467367697,0
43,43,62,4729,2108,0.9335296757368496,698474,15360,96,2550000,973610115,12,37,17,0,10,0,0,0,1,0,2025,10,17,4,0.0,0.2739112651328372,0.022128207881456,0.0060235270495972,3.764704405998272e-05,9
44,44,2934,588,5256,0.8702888022066873,3456875,25583,117,91700,473655341,50,39,26,0,5,0,0,0,1,1,2025,10,15,2,1.0,37.69724430486036,0.0074344581639607,0.2789827809947547,0.001275885759152,5
45,45,5632,6477,2807,0.8986559384424027,9897814,172663,435,15600,17115722,91,2,1,0,3,2,0,3,1,3,2025,10,16,3,0.6666666666666666,634.4345875264406,0.0174885063016433,11.067431574899045,0.0278828280238446,8
46,46,325,5517,903,0.9468482180121782,2547687,0,79,164000,265906782,39,28,2,0,0,2,0,0,1,0,2025,10,18,5,0.3333333333333333,15.534582106206669,3.100850653612216e-05,0.0,0.0004817043798513,6
47,47,5792,8037,5687,0.9048195417700526,1041318,14890,777,120000,59933099,67,26,24,0,2,2,0,0,1,1,2025,10,16,3,0.6666666666666666,8.67757768685261,0.0150453415331901,0.1240822993141723,0.0064749460421163,3
48,48,2667,5570,1795,0.814754237261468,39233608,0,74,8000000,9589035471,42,35,24,0,2,3,2,1,0,1,2025,10,13,0,0.1666666666666666,4.904200386974952,1.8861379793023885e-06,0.0,9.249998843750145e-06,3
49,49,252,559,2784,0.70286323083144,1305259,22988,223,916000,262732638,87,17,24,0,2,2,0,0,2,1,2025,10,9,3,0.6666666666666666,1.4249536845483792,0.0177826639903161,0.0250960424715693,0.0002434495158848,3
50,50,2329,3527,2540,0.8711655960408962,628916,9935,884,1280000,19966099,62,29,1,0,3,2,0,0,2,3,2025,10,15,2,1.0,0.4913402411404366,0.017202587940857,0.0077617126861619,0.0006906244604496,8
51,51,1576,8210,7358,0.9626700474799464,119282,1989,168,67300,23549879,48,25,20,0,4,0,0,0,1,2,2025,10,19,6,0.5,1.7723659380989882,0.0180830462010512,0.0295537956345373,0.0024962481983922,0
52,52,2629,1638,5074,0.8375471111933166,63779457,959734,12588,202000,382000734,31,36,24,2,2,3,0,4,1,1,2025,10,14,1,0.8333333333333333,315.7383230776085,0.0152450652685069,4.751134895371805,0.0623165231855287,3
53,53,6703,8218,6888,0.7278160804114577,4931187,33371,119,28700,210266421,48,25,17,0,10,1,0,0,1,0,2025,10,10,4,0.0,171.81237587540502,0.0067914668838421,1.1627121006236716,0.0041461969966203,9
54,54,2655,8135,7115,0.8212919058183843,617954,8178,127,50900,45282083,67,26,1,0,3,2,0,0,1,3,2025,10,13,0,0.1666666666666666,12.140311585234082,0.0134394899304965,0.1606648199445983,0.0024950393901887,8
55,55,3429,574,3408,0.3548874823087544,332340,7233,420,323000,156130924,0,4,22,0,8,0,0,0,1,2,2025,9,26,4,0.0,1.0289132231788756,0.0230275530253564,0.0223931195259457,0.0013003055718093,1
56,56,7427,5456,4671,0.8984243443659352,36952,988,88,12400,10607881,16,8,25,0,7,0,0,0,2,2,2025,10,16,3,0.6666666666666666,2.979759696798645,0.0291180688983303,0.0796709942746552,0.0070962019192,2
57,57,6697,4820,3658,0.8292188250209165,5176282,58881,202,372000,230425186,67,3,2,0,0,2,0,0,1,0,2025,10,14,1,0.8333333333333333,13.914699154034532,0.0114141749977734,0.1582818325757188,0.0005430092929857,6
58,58,7632,5917,4672,0.9665343421378338,9354832,255752,813,59100,155086716,67,42,24,0,2,2,0,3,1,1,2025,10,19,6,0.5,158.28551124346458,0.0274259305323782,4.327371787279403,0.0137561124177255,3
59,59,1046,6819,5241,0.910133339191134,600891,4883,869,30400,43019049,46,23,25,0,7,0,0,0,1,2,2025,10,17,4,0.0,19.76550113483109,0.0095724356456734,0.1606197164566955,0.0285845860333541,2
60,60,4754,4774,1459,0.6260405258252604,16852102,301448,10414,76600,61607565,40,39,17,0,10,3,0,3,0,0,2025,10,6,0,0.1666666666666666,219.99845955013643,0.018505820905557,3.9353011057296894,0.1359512277907599,9
61,61,4846,994,6936,0.935562870887793,2106286,11473,47,21100,93663266,91,44,23,0,1,2,0,0,1,3,2025,10,18,5,0.3333333333333333,99.81925027249892,0.0054693401231646,0.5437183071892328,0.0022273825885029,10
62,62,4691,2092,288,0.9394827104665636,823857,13619,1657,949000,960548493,87,45,17,0,10,1,0,0,2,0,2025,10,18,5,0.3333333333333333,0.8681308028126419,0.0185420303013383,0.0143508805575547,0.0017460466321953,9
63,63,3206,6128,3602,0.9748638835627615,26819,3439,322,92600,4327054,27,12,20,0,4,0,0,0,1,2,2025,10,19,6,0.5,0.2896189026036436,0.1402311707680835,0.037137827885228,0.0034772842625889,0
64,64,5654,3323,1569,0.979631332356348,38792,2970,79,93000,21636727,21,10,17,0,10,0,0,0,2,0,2025,10,19,6,0.5,0.4171137944753282,0.0785966540355218,0.0319351404823604,0.0008494532316856,9
65,65,7185,5744,2213,0.8058422587012046,2655991,28715,1648,94400,190920055,39,19,2,0,0,2,0,0,1,0,2025,10,13,0,0.1666666666666666,28.13519983898476,0.0114318868430326,0.3041810997764854,0.0174574421881124,6
66,66,7176,3773,1856,0.7304477171664985,8185165,187919,4611,245000,612323141,67,39,23,0,1,2,0,3,1,3,2025,10,10,4,0.0,33.40870037265154,0.0235218198384736,0.7670131958645067,0.0188203313455863,10
67,67,5311,1009,172,0.9128898735646088,143094,1338,66,190000,18643938,71,34,25,0,7,1,0,0,1,2,2025,10,17,4,0.0,0.7531223519876211,0.009811663580139,0.007042068199641,0.0003473665928074,2
68,68,4969,7418,7210,0.870449788333076,1396453,28122,301,2570000,3663658553,86,44,28,0,9,1,0,0,1,0,2025,10,15,2,1.0,0.5433667146433017,0.0203536958610881,0.0109424081936154,0.0001171205769958,4
69,69,3333,7601,465,0.9831918559220868,382886,10254,695,1300000,198031387,85,43,17,0,10,1,0,0,1,0,2025,10,19,6,0.5,0.2945274657481033,0.0285959042746293,0.0078876862402413,0.000534614973373,9
70,70,8260,2752,585,0.7300683171143874,954205,20957,367,29800,1820708,39,19,28,0,9,0,0,0,1,0,2025,10,10,4,0.0,32.01922754269991,0.0223473757239002,0.7032314351867387,0.0123150229858058,4
71,71,4039,8125,2457,0.8687759091950511,450436,4184,520,3470000,2388214527,52,38,25,0,7,1,0,0,2,2,2025,10,15,2,1.0,0.1298086081243204,0.0104431918337081,0.0012057633412785,0.0001498558645948,2
72,72,5182,1990,1655,0.9070868415024052,215720,11557,843,6270000,1933369904,79,39,10,0,6,1,0,0,1,0,2025,10,16,3,0.6666666666666666,0.034405098181005,0.0574816545445274,0.0018432213966154,0.0001344497393222,7
73,73,7080,523,5128,0.9046001864049912,609003,20209,86,353000,234104348,2,0,17,0,10,0,0,0,2,0,2025,10,16,3,0.6666666666666666,1.7252160758751391,0.0333249042699226,0.0572491296058651,0.000243625372166,9
74,74,456,6869,5006,0.9825460285380814,33187,416,12,372000,138932706,87,17,20,0,4,2,0,0,2,2,2025,10,19,6,0.5,0.0892121257738554,0.0128962275521272,0.0011182765637726,3.225797780113494e-05,0
75,75,1258,3064,2090,0.9256266063308658,161840,3358,406,9850000,6230546045,30,4,20,0,4,0,0,0,2,2,2025,10,17,4,0.0,0.0164304551847253,0.0232573946033452,0.0003409136709732,4.12182699270792e-05,0
76,76,5639,6370,595,0.7220792629157131,3507469,67107,1130,19800,667475335,67,25,10,0,6,1,0,0,1,0,2025,10,10,4,0.0,177.13595272966012,0.0194547636900671,3.3890712590273218,0.0570678248573304,7
77,77,8284,7139,6969,0.9116694543730546,92789,260,2,124000,138268446,48,25,28,0,9,1,0,0,1,0,2025,10,17,4,0.0,0.7482923524810284,0.0028235801271688,0.0020967572842154,1.6128902186272692e-05,4
78,78,4463,3422,1458,0.8570377297503455,7446191,98467,4384,7450000,4468360638,42,2,10,0,6,0,0,3,0,0,2025,10,15,2,1.0,0.9994885906726724,0.0138125635224017,0.0132170452057657,0.0005884562968515,7
79,79,3113,6783,4695,0.920196698058362,2287180,20709,165,22800,139920271,87,45,26,0,5,2,0,0,2,1,2025,10,17,4,0.0,100.31051269681154,0.0091265186270784,0.9082496381737644,0.0072365247138283,5
80,80,2927,2749,6265,0.8919390825986966,980017,5438,0,291000,460726568,7,3,2,0,0,0,0,0,1,0,2025,10,16,3,0.6666666666666666,3.3677444407407533,0.0055488776736753,0.0186872210061133,0.0,6
81,81,7579,7614,7253,0.8129601677017035,565128,1348,9,235000,248903409,85,43,2,0,0,2,0,0,1,0,2025,10,13,0,0.1666666666666666,2.404789766852056,0.0024012216679731,0.0057361458036348,3.829770937144948e-05,6
82,82,2697,4462,4279,0.5367622646009522,236580,2975,99,68700,49739601,22,1,10,0,6,0,0,0,1,0,2025,10,3,4,0.0,3.443617996826829,0.0129934356520599,0.0433035909229851,0.0014410270592858,7
83,83,3478,6374,4705,0.854211215052942,123839,7123,356,432000,51811424,67,47,22,0,8,1,0,0,1,2,2025,10,15,2,1.0,0.2866636882784993,0.0603924418604651,0.0164883877583616,0.0008240721664996,1
84,84,7753,5441,6220,0.8689277947411256,288333,8369,20,203000,269158794,67,10,17,0,10,1,0,0,1,0,2025,10,15,2,1.0,1.4203526091004477,0.0290947304168082,0.0412263978995177,9.852168215920118e-05,9
85,85,3063,2393,2166,0.9110895277426608,223051,3733,4,822000,345404715,12,5,25,0,7,0,0,0,1,2,2025,10,17,4,0.0,0.2713512513975044,0.0167539407851084,0.0045413570056484,4.866174128741936e-06,2
86,86,543,826,4246,0.9832034670072288,91930,1131,112,346000,450308145,34,16,17,0,10,0,0,0,2,0,2025,10,19,6,0.5,0.2656928737200181,0.0135210103229596,0.0032687766798361,0.0003236984864205,9
87,87,7615,2855,2419,0.9852733782922768,330025,13441,893,598000,513212653,91,2,25,0,7,1,0,0,1,2,2025,10,19,6,0.5,0.5518803480261739,0.0434329416470217,0.0224765510425567,0.0014933085396178,2
88,88,1032,5765,5689,0.9502389686845164,131424,5214,66,1650000,2350330480,21,10,28,0,9,0,0,0,2,0,2025,10,18,5,0.3333333333333333,0.0796508608176601,0.040175004755564,0.0031599980848496,3.999997575759045e-05,4
89,89,4457,8282,2990,0.97676872915099,144148,7175,107,1050000,296424061,67,20,20,0,4,2,0,0,1,2,2025,10,19,6,0.5,0.1372836787774488,0.0505171732027277,0.006833326825403,0.0001019046648527,0
90,90,2431,7463,4100,0.8377834124664787,46823,1603,118,1050000,341485544,0,35,22,0,8,0,0,0,1,2,2025,10,14,1,0.8333333333333333,0.0445932908635325,0.0367546557321031,0.0015266652126997,0.0001123808453515,1
91,91,1483,4273,5105,0.8406262454457192,802919,8374,23,1250000,524113461,42,3,28,0,9,1,0,0,0,0,2025,10,14,1,0.8333333333333333,0.6423346861322511,0.0104580780152443,0.0066991946406442,1.839998528001177e-05,4
92,92,3705,6198,2696,0.8610815255082116,2111826,12157,4,133000,113266992,42,3,2,0,0,2,0,0,0,0,2025,10,15,2,1.0,15.878271591942918,0.0057585209394519,0.0914053277794903,3.007496184239216e-05,6
93,93,5180,4676,5439,0.8920551934500054,24786171,168864,34,64600,131713688,42,35,26,0,5,3,0,1,0,1,2025,10,16,3,0.6666666666666666,383.6809182520394,0.0068142026933404,2.613953344375474,0.0005263076422965,5
94,94,7902,8200,7096,0.9943739585327194,40239,3180,135,161000,39067214,57,26,25,0,7,1,0,0,1,2,2025,10,20,0,0.1666666666666666,0.2499301246576108,0.0823807157057654,0.0197514301153408,0.0008385041086701,2
95,95,107,5826,2217,0.9321601953172376,2931929,31600,37,48000,79151928,91,49,17,0,10,1,0,0,1,0,2025,10,17,4,0.0,61.08058165454887,0.0107905031839095,0.6583196183412846,0.0007708172746401,9
96,96,7265,4314,4196,0.7096061331634473,485154,7984,1313,760000,754009184,44,22,10,0,6,0,0,0,2,0,2025,10,9,3,0.6666666666666666,0.6383596863688338,0.0191629479238593,0.0105052493351982,0.0017276293057509,7
97,97,4428,5282,2084,0.9321721202154548,4058237,335050,1026,667000,185696198,91,24,1,0,3,2,0,0,1,3,2025,10,17,4,0.0,6.084304221432952,0.0828132800491247,0.5023230849728861,0.0015382285783679,8
98,98,1960,5265,3701,0.8451768493790723,2833565,53894,7327,2110000,395852970,62,29,1,0,3,2,0,0,2,3,2025,10,14,1,0.8333333333333333,1.3429211644923391,0.0216056375605862,0.0255421679894938,0.0034725102026017,8
99,99,1719,2688,6560,0.9062012609010708,68841,1639,183,7350,29389272,67,29,10,0,6,1,0,0,1,0,2025,10,16,3,0.6666666666666666,9.364848319956469,0.0264664013247726,0.2229628621956196,0.0248945721670521,7
100,100,6273,122,7064,0.9642118112979006,998014,13532,3289,10800000,5470063750,85,43,25,0,7,1,0,0,1,2,2025,10,19,6,0.5,0.092408695147343,0.0168544560953492,0.0012529628469478,0.0003045370088391,2
101,101,7177,1449,2250,0.9475295062777604,330154,10285,122,1080000,800321068,44,22,1,0,3,0,0,0,2,3,2025,10,18,5,0.3333333333333333,0.3056978650945693,0.0315215580560645,0.0095231393304265,0.0001129628583677,8
102,102,8018,5916,2613,0.9095847938717724,18349846,218328,1405,1440000,2433068944,91,28,24,0,2,2,0,3,1,1,2025,10,17,4,0.0,12.742939761847389,0.0119746502518522,0.1516165613773879,0.0009756937668793,3
103,103,1926,4053,3843,0.8982702621281078,363612,10384,500,1280000,515208765,57,26,10,0,6,1,0,0,1,0,2025,10,16,3,0.6666666666666666,0.284071653069021,0.0299329231903149,0.0081124936621143,0.0003906246948244,7
104,104,586,6162,4237,0.8508210920068677,442541,4881,131,194000,128742989,84,27,25,0,7,1,0,0,0,2,2025,10,14,1,0.8333333333333333,2.281127416868985,0.0113254787116251,0.0251596641254426,0.0006752542512667,2
105,105,4435,7246,1884,0.8683497509892959,2166482,29586,8,2390000,1739679696,42,21,17,0,10,1,0,0,0,0,2025,10,15,2,1.0,0.9064774449885168,0.0136599271722879,0.0123790743183789,3.3472789341929144e-06,9
106,106,6857,842,509,0.6553792274548869,2019360,20966,960,236000,279694118,91,39,10,0,6,1,0,0,1,0,2025,10,7,1,0.8333333333333333,8.556573912822403,0.0108578901939772,0.0888386066160736,0.0040677793738162,7
107,107,7855,2826,5861,0.9231499932529914,410329,14435,335,1030000,580558169,81,41,20,0,4,2,0,0,2,2,2025,10,17,4,0.0,0.3983772831288513,0.0359954183218385,0.0140145495004373,0.0003252424026772,0
108,108,6380,4337,6007,0.6774249123676555,983714,5192,62,116000,206311023,86,44,28,0,9,1,0,0,1,0,2025,10,8,2,1.0,8.480219998103465,0.0053409778238615,0.044758234842803,0.0005344781510504,4
109,109,8073,5402,2059,0.9250802577032572,63090,590,183,29300,10506687,47,24,25,0,7,0,0,0,2,2,2025,10,17,4,0.0,2.153168833828197,0.0122521437288995,0.0201358315415856,0.0062455206306951,2
110,110,1341,4972,1193,0.9275411801255586,209771,6024,532,307000,376790421,77,38,23,0,1,2,0,0,2,3,2025,10,17,4,0.0,0.6832909339057528,0.0312529794252807,0.0196220859215442,0.0017328933781974,10
111,111,4657,3481,5124,0.9875284393132232,20687,1980,171,1570000,356772755,71,34,25,0,7,1,0,0,1,2,2025,10,19,6,0.5,0.0131764247283918,0.1039733178654292,0.0012611456935377,0.0001089171280782,2
112,112,1939,6658,2977,0.8163832411245266,145877,1696,139,193000,50027535,61,45,28,0,9,1,0,0,2,0,2025,10,13,0,0.1666666666666666,0.7558354619924249,0.0125790043735175,0.0087875192356516,0.0007202035222615,4
113,113,5068,4109,4863,0.8493135338180764,702093,36583,1891,3320000,1282218163,12,5,25,0,7,0,0,0,1,2,2025,10,14,1,0.8333333333333333,0.2114737314838158,0.0547989300577985,0.0110189725846468,0.0005695781416933,2
114,114,7369,5514,3792,0.7627092741188335,4684050,22216,733,586000,227469226,31,2,10,0,6,0,0,0,1,0,2025,10,11,5,0.3333333333333333,7.993245745314428,0.0048993915736613,0.0379111981037575,0.0012508511077626,7
115,115,6918,1156,853,0.8779552565265476,340636,16715,856,1050000,980840322,67,47,10,0,6,1,0,0,1,0,2025,10,15,2,1.0,0.3244149291286389,0.0515827699281052,0.0159190324580643,0.0008152373188216,7
116,116,3038,4302,7331,0.928780428103778,2153503,61718,190,38200,122195079,46,23,1,0,3,2,0,0,1,3,2025,10,17,4,0.0,56.37294835213738,0.028747566756319,1.6156121567498234,0.004973691788173,8
117,117,872,4268,1091,0.953010879900603,4988396,71340,130,5290000,6738570771,67,21,23,0,1,2,2,0,1,3,2025,10,18,5,0.3333333333333333,0.9429858330839636,0.0143272478112708,0.0134858197569338,2.457466454165132e-05,10
118,118,4295,6435,333,0.954111108670304,191743,1668,47,174000,216923435,34,16,26,0,5,0,0,0,2,1,2025,10,18,5,0.3333333333333333,1.1019649312360271,0.0089442172897196,0.0095861518037252,0.0002701133901529,5
119,119,4281,1888,1581,0.7276968314289434,461946,6932,443,505000,487874907,89,39,10,0,6,1,0,0,2,0,2025,10,10,4,0.0,0.9147427430836772,0.0159650349498968,0.0137267054916722,0.0008772259856911,7
120,120,1104,3587,351,0.7886688361612642,326533,6011,92,69400,81134393,20,16,23,0,1,0,0,0,1,3,2025,10,12,6,0.5,4.705018659673492,0.0186902435887227,0.0866125848330715,0.0013256293136986,10
121,121,3458,1017,697,0.7322044429660082,59679486,237082,17701,1910000,359291174,48,43,10,2,6,3,0,4,1,0,2025,10,10,4,0.0,31.24578782943045,0.0042691888420555,0.1241266365829127,0.0092675344149034,7
122,122,534,573,6209,0.979604972054858,1076317,40420,1584,1560000,267916268,12,5,2,0,0,0,0,0,1,0,2025,10,19,6,0.5,0.6899463525984919,0.0390256411209326,0.0259102398011283,0.0010153839644974,6
